0.000,0.971,0.028,0.000,0.000,0.000,0.000
0.000,0.001,0.000,0.000,0.000,0.149,0.850
0.000,0.000,0.000,0.000,0.000,0.044,0.956
0.000,0.998,0.002,0.000,0.000,0.000,0.000
0.000,0.033,0.000,0.000,0.000,0.046,0.922
0.000,0.002,0.000,0.000,0.000,0.021,0.977
0.003,0.000,0.000,0.000,0.000,0.997,0.000
0.004,0.000,0.000,0.000,0.000,0.996,0.000
0.062,0.000,0.000,0.000,0.000,0.938,0.000
0.001,0.001,0.000,0.000,0.000,0.998,0.000
0.813,0.000,0.000,0.000,0.000,0.187,0.000
0.001,0.001,0.000,0.000,0.000,0.998,0.000
0.001,0.001,0.000,0.000,0.000,0.998,0.000
0.001,0.002,0.000,0.000,0.000,0.997,0.000
0.001,0.000,0.000,0.000,0.000,0.999,0.000
0.001,0.006,0.000,0.000,0.000,0.993,0.001
0.001,0.002,0.000,0.000,0.000,0.997,0.000
0.001,0.034,0.000,0.000,0.000,0.965,0.000
0.003,0.000,0.000,0.000,0.000,0.997,0.000
0.001,0.002,0.000,0.000,0.000,0.997,0.001
0.002,0.000,0.000,0.000,0.000,0.998,0.000
0.004,0.000,0.000,0.000,0.000,0.996,0.000
0.003,0.000,0.000,0.000,0.000,0.997,0.000
0.004,0.000,0.000,0.000,0.000,0.995,0.001
0.000,0.000,0.000,0.000,0.000,0.058,0.941
0.000,0.000,0.000,0.000,0.000,0.092,0.907
0.000,0.000,0.000,0.000,0.000,0.078,0.921
0.009,0.000,0.000,0.000,0.000,0.991,0.000
0.026,0.000,0.000,0.000,0.000,0.974,0.000
0.032,0.000,0.000,0.000,0.000,0.968,0.000
0.014,0.000,0.000,0.000,0.000,0.986,0.000
0.001,0.000,0.000,0.000,0.000,0.179,0.820
0.013,0.000,0.000,0.000,0.000,0.987,0.000
0.001,0.000,0.000,0.000,0.000,0.122,0.878
0.011,0.000,0.000,0.000,0.000,0.987,0.002
0.002,0.000,0.000,0.000,0.000,0.401,0.596
0.000,0.000,0.000,0.000,0.000,0.100,0.900
0.000,0.000,0.000,0.000,0.000,0.027,0.972
0.000,0.000,0.000,0.000,0.000,0.027,0.973
0.000,0.000,0.000,0.000,0.000,0.032,0.968
0.000,0.000,0.000,0.000,0.000,0.029,0.971
0.008,0.000,0.000,0.000,0.000,0.992,0.000
0.007,0.000,0.000,0.000,0.000,0.993,0.000
0.004,0.000,0.000,0.000,0.000,0.988,0.008
0.007,0.000,0.000,0.000,0.000,0.981,0.012
0.012,0.000,0.000,0.000,0.000,0.988,0.000
0.007,0.000,0.000,0.000,0.000,0.992,0.000
0.004,0.000,0.000,0.000,0.000,0.938,0.057
