0.000,0.000,0.002,0.995,0.003,0.000,0.000
0.000,0.000,0.006,0.993,0.001,0.000,0.000
0.000,0.000,0.318,0.681,0.000,0.000,0.000
0.000,0.000,0.906,0.094,0.000,0.000,0.000
0.000,0.035,0.965,0.000,0.000,0.000,0.000
0.000,0.036,0.964,0.000,0.000,0.000,0.000
0.000,0.024,0.976,0.000,0.000,0.000,0.000
0.000,0.272,0.728,0.000,0.000,0.000,0.000
0.000,0.272,0.728,0.000,0.000,0.000,0.000
0.000,0.871,0.129,0.000,0.000,0.000,0.000
0.000,0.304,0.000,0.000,0.000,0.696,0.000
0.001,0.000,0.000,0.000,0.000,0.998,0.000
0.001,0.000,0.000,0.000,0.000,0.998,0.000
0.001,0.000,0.000,0.000,0.000,0.999,0.000
0.002,0.000,0.000,0.000,0.000,0.998,0.000
0.000,0.825,0.000,0.000,0.000,0.175,0.000
0.010,0.000,0.000,0.000,0.000,0.990,0.000
0.000,0.045,0.000,0.000,0.000,0.954,0.000
0.001,0.000,0.000,0.000,0.000,0.999,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.001,0.000,0.000,0.000,0.000,0.999,0.000
0.000,0.096,0.000,0.000,0.000,0.903,0.000
0.001,0.000,0.000,0.000,0.000,0.999,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.004,0.000,0.000,0.000,0.000,0.996,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.001,0.005,0.000,0.000,0.000,0.995,0.000
0.001,0.005,0.000,0.000,0.000,0.995,0.000
0.002,0.000,0.000,0.000,0.000,0.998,0.000
0.983,0.000,0.000,0.000,0.000,0.017,0.000
0.000,0.844,0.000,0.000,0.000,0.156,0.000
0.000,0.995,0.004,0.000,0.000,0.000,0.000
0.000,0.998,0.002,0.000,0.000,0.000,0.000
0.006,0.000,0.000,0.000,0.000,0.994,0.000
0.006,0.000,0.000,0.000,0.000,0.994,0.000
0.000,0.000,0.000,0.000,1.000,0.000,0.000
0.021,0.000,0.000,0.000,0.000,0.979,0.000
0.021,0.000,0.000,0.000,0.000,0.979,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
1.000,0.000,0.000,0.000,0.000,0.000,0.000
0.404,0.000,0.000,0.000,0.000,0.596,0.000
0.000,0.999,0.000,0.000,0.000,0.000,0.000
0.000,0.999,0.001,0.000,0.000,0.000,0.000
0.000,0.981,0.019,0.000,0.000,0.000,0.000
0.710,0.000,0.000,0.000,0.000,0.290,0.000
0.026,0.000,0.000,0.000,0.000,0.974,0.000
0.014,0.000,0.000,0.000,0.000,0.986,0.000
0.000,0.959,0.000,0.000,0.000,0.041,0.000
